 0.000000	  0.000000	  0.100000	  0.200000	  0.300000	  0.400000	  0.500000	  0.600000	  0.700000	  0.800000	  0.900000	  1.000000	  1.100000	  1.200000	  1.300000	  1.400000	  1.500000	  1.600000	  1.700000	
255.000000	 16.000000	 15.979356	 15.944448	 15.887341	 15.812208	 15.721089	 15.616902	 15.502962	 15.382374	 15.257901	 15.131933	 15.006409	 14.882409	 14.759845	 14.638176	 14.517324	 14.397779	 14.280158	
255.100000	 16.113949	 16.093241	 16.058253	 16.001036	 15.925748	 15.834394	 15.729873	 15.615535	 15.494531	 15.369643	 15.243281	 15.117396	 14.993069	 14.870206	 14.748264	 14.627163	 14.507387	 14.389546	
255.200000	 16.227905	 16.207126	 16.172055	 16.114728	 16.039286	 15.947701	 15.842850	 15.728117	 15.606700	 15.481402	 15.354649	 15.228405	 15.103750	 14.980588	 14.858372	 14.737020	 14.617012	 14.498949	
255.300000	 16.341868	 16.321013	 16.285854	 16.228416	 16.152823	 16.061011	 15.955833	 15.840709	 15.718881	 15.593177	 15.466035	 15.339435	 15.214453	 15.090991	 14.968500	 14.846895	 14.726653	 14.608366	
255.400000	 16.455838	 16.434901	 16.399650	 16.342100	 16.266358	 16.174324	 16.068821	 15.953309	 15.831076	 15.704968	 15.577441	 15.450485	 15.325177	 15.201415	 15.078647	 14.956788	 14.836310	 14.717798	
255.500000	 16.569815	 16.548792	 16.513445	 16.455781	 16.379892	 16.287639	 16.181816	 16.065919	 15.943283	 15.816776	 15.688866	 15.561556	 15.435922	 15.311859	 15.188814	 15.066699	 14.945984	 14.827245	
255.600000	 16.683799	 16.662684	 16.627237	 16.569459	 16.493426	 16.400957	 16.294817	 16.178537	 16.055502	 15.928599	 15.800311	 15.672648	 15.546688	 15.422324	 15.299001	 15.176628	 15.055674	 14.936706	
255.700000	 16.797790	 16.776579	 16.741029	 16.683135	 16.606959	 16.514278	 16.407823	 16.291165	 16.167734	 16.040440	 15.911775	 15.783761	 15.657475	 15.532809	 15.409206	 15.286575	 15.165381	 15.046182	
255.800000	 16.911788	 16.890476	 16.854821	 16.796810	 16.720493	 16.627602	 16.520835	 16.403801	 16.279979	 16.152296	 16.023258	 15.894894	 15.768283	 15.643315	 15.519432	 15.396541	 15.275105	 15.155673	
255.900000	 17.025794	 17.004378	 16.968615	 16.910485	 16.834028	 16.740929	 16.633853	 16.516446	 16.392237	 16.264169	 16.134760	 16.006047	 15.879111	 15.753841	 15.629677	 15.506525	 15.384845	 15.265179	
256.000000	 17.139806	 17.118284	 17.082410	 17.024162	 16.947564	 16.854260	 16.746877	 16.629100	 16.504507	 16.376059	 16.246281	 16.117221	 15.989960	 15.864386	 15.739941	 15.616527	 15.494601	 15.374699	
