0	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7
255	290.5611	290.4030	290.2056	289.9294	289.5275	288.9234	288.0678	287.0503	285.9823	284.9216	283.9131	282.9920	282.1562	281.3950	280.7005	280.0657	279.4803	278.9211
255.1	290.6929	290.5204	290.3124	290.0330	289.6374	289.0435	288.1960	287.1861	286.1268	285.0751	284.0737	283.1564	282.3213	281.5585	280.8607	280.2217	279.6317	279.0679
255.2	290.8247	290.6377	290.4189	290.1364	289.7472	289.1635	288.3243	287.3218	286.2714	285.2286	284.2343	283.3207	282.4864	281.7219	281.0209	280.3777	279.7831	279.2146
255.3	290.9565	290.7551	290.5257	290.2401	289.8572	289.2835	288.4526	287.4576	286.4159	285.3821	284.3948	283.4850	282.6514	281.8853	281.1810	280.5336	279.9346	279.3614
255.4	291.0883	290.8730	290.6333	290.3446	289.9676	289.4037	288.5808	287.5933	286.5604	285.5356	284.5554	283.6493	282.8162	282.0485	281.3412	280.6897	280.0861	279.5082
255.5	291.2202	290.9917	290.7421	290.4503	290.0788	289.5240	288.7089	287.7289	286.7050	285.6891	284.7160	283.8134	282.9808	282.2116	281.5012	280.8458	280.2377	279.6551
255.6	291.3522	291.1114	290.8526	290.5578	290.1911	289.6446	288.8370	287.8644	286.8495	285.8428	284.8767	283.9773	283.1451	282.3744	281.6613	281.0020	280.3895	279.8020
255.7	291.4842	291.2324	290.9653	290.6676	290.3048	289.7656	288.9649	287.9998	286.9940	285.9965	285.0374	284.1411	283.3090	282.5370	281.8213	281.1585	280.5415	279.9491
255.8	291.6163	291.3551	291.0807	290.7802	290.4203	289.8870	289.0927	288.1351	287.1385	286.1503	285.1981	284.3046	283.4725	282.6992	281.9813	281.3151	280.6937	280.0964
255.9	291.7486	291.4796	291.1993	290.8960	290.5377	290.0089	289.2204	288.2702	287.2831	286.3042	285.3588	284.4679	283.6355	282.8611	282.1412	281.4720	280.8462	280.2438
256	291.8809	291.6064	291.3215	291.0157	290.6574	290.1314	289.3479	288.4051	287.4276	286.4583	285.5196	284.6308	283.7979	283.0225	282.3011	281.6292	280.9991	280.3915
256.1	292.0134	291.7357	291.4478	291.1395	290.7798	290.2545	289.4752	288.5398	287.5721	286.6125	285.6805	284.7934	283.9597	283.1834	282.4609	281.7866	281.1523	280.5393
256.2	292.1460	291.8678	291.5787	291.2681	290.9051	290.3784	289.6023	288.6743	287.7166	286.7668	285.8414	284.9557	284.1208	283.3438	282.6207	281.9445	281.3060	280.6875
256.3	292.2788	292.0029	291.7147	291.4020	291.0337	290.5030	289.7291	288.8085	287.8611	286.9214	286.0024	285.1175	284.2811	283.5037	282.7805	282.1027	281.4601	280.8359
256.4	292.4118	292.1413	291.8561	291.5415	291.1657	290.6286	289.8557	288.9425	288.0056	287.0761	286.1634	285.2789	284.4406	283.6629	282.9401	282.2614	281.6148	280.9847
